file_paths,targets
../PCB_imgs/all/resize/OK\ok_914.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_808.bmp.png,OK
../PCB_imgs/all/resize/NG\Pinhole_2395.bmp.png,Pinhole_
../PCB_imgs/all/resize/NG\Short_2189.bmp.png,Short_
../PCB_imgs/all/resize/OK\ok_514.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_Nick_2090.bmp.png,Dust_Nick_
../PCB_imgs/all/resize/NG\Dust_2036.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok (299).bmp.png,OK
../PCB_imgs/all/resize/OK\ok (183).bmp.png,OK
../PCB_imgs/all/resize/NG\Short_2514.bmp.png,Short_
../PCB_imgs/all/resize/NG\Short_2191.bmp.png,Short_
../PCB_imgs/all/resize/OK\ok_806.bmp.png,OK
../PCB_imgs/all/resize/NG\Short_2234.bmp.png,Short_
../PCB_imgs/all/resize/OK\ok_1849.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (74).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok_61.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_2015.bmp.png,Dust_
../PCB_imgs/all/resize/NG\Dust_2305.bmp.png,Dust_
../PCB_imgs/all/resize/NG\Short_106.bmp.png,Short_
../PCB_imgs/all/resize/NG\Dust_2732.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_483.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_26.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (462).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_1025.bmp.png,OK
../PCB_imgs/all/resize/NG\nick (116).bmp.png,nick
../PCB_imgs/all/resize/OK\ok (629).bmp.png,OK
../PCB_imgs/all/resize/OK\ok (412).bmp.png,OK
../PCB_imgs/all/resize/OK\ok (348).bmp.png,OK
../PCB_imgs/all/resize/OK\ok (300).bmp.png,OK
../PCB_imgs/all/resize/NG\nick (35).bmp.png,nick
../PCB_imgs/all/resize/OK\ok_489.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (1102).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok (353).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_910.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_805.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (467).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok_1058.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_2667.bmp.png,Dust_
../PCB_imgs/all/resize/NG\Dust_2040.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_306.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (265).bmp.png,OK
../PCB_imgs/all/resize/NG\Short_89.bmp.png,Short_
../PCB_imgs/all/resize/NG\Dust_Nick_2122.bmp.png,Dust_Nick_
../PCB_imgs/all/resize/NG\Scratch_2508.bmp.png,Scratch_
../PCB_imgs/all/resize/NG\Dust_2311.bmp.png,Dust_
../PCB_imgs/all/resize/NG\Island_15.bmp.png,Island_
../PCB_imgs/all/resize/OK\ok (553).bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_2051.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_1309.bmp.png,OK
../PCB_imgs/all/resize/NG\open (34).bmp.png,open
../PCB_imgs/all/resize/NG\Nick_2472.bmp.png,Nick_
../PCB_imgs/all/resize/OK\ok_568.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_255.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (1544).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok_143.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_1257.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_1474.bmp.png,OK
../PCB_imgs/all/resize/NG\Nick_2343.bmp.png,Nick_
../PCB_imgs/all/resize/NG\scratch (8).bmp.png,scratch
../PCB_imgs/all/resize/NG\eemool1 (60).bmp.png,eemool
../PCB_imgs/all/resize/NG\Dust_1972.bmp.png,Dust_
../PCB_imgs/all/resize/NG\Dust_Nick_2125.bmp.png,Dust_Nick_
../PCB_imgs/all/resize/NG\Short_2552.bmp.png,Short_
../PCB_imgs/all/resize/NG\pinhole (2).bmp.png,pinhole
../PCB_imgs/all/resize/NG\Short_2215.bmp.png,Short_
../PCB_imgs/all/resize/NG\Dust_2041.bmp.png,Dust_
../PCB_imgs/all/resize/NG\Short_2535.bmp.png,Short_
../PCB_imgs/all/resize/NG\scratch (19).bmp.png,scratch
../PCB_imgs/all/resize/NG\Nick_Dust_2376.bmp.png,Nick_Dust_
../PCB_imgs/all/resize/OK\ok_705.bmp.png,OK
../PCB_imgs/all/resize/NG\miboosik (29).bmp.png,miboosik
../PCB_imgs/all/resize/NG\miboo (1395).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok_912.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (626).bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (15).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok_882.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_1984.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_477.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_2306.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_347.bmp.png,OK
../PCB_imgs/all/resize/NG\nick (32).bmp.png,nick
../PCB_imgs/all/resize/NG\Dust_2043.bmp.png,Dust_
../PCB_imgs/all/resize/NG\eemool (240).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok_230.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_266.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_942.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_1286.bmp.png,OK
../PCB_imgs/all/resize/NG\Nick_27.bmp.png,Nick_
../PCB_imgs/all/resize/NG\Nick_2141.bmp.png,Nick_
../PCB_imgs/all/resize/OK\ok_727.bmp.png,OK
../PCB_imgs/all/resize/NG\Short_2218.bmp.png,Short_
../PCB_imgs/all/resize/OK\ok_1382.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_361.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (235).bmp.png,OK
../PCB_imgs/all/resize/OK\ok (614).bmp.png,OK
../PCB_imgs/all/resize/NG\dust (163).bmp.png,dust
../PCB_imgs/all/resize/NG\Short_2225.bmp.png,Short_
../PCB_imgs/all/resize/OK\ok_233.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (175).bmp.png,miboo
../PCB_imgs/all/resize/NG\miboo (1343).bmp.png,miboo
../PCB_imgs/all/resize/NG\Scratch_2397.bmp.png,Scratch_
../PCB_imgs/all/resize/NG\Dust_Nick_2084.bmp.png,Dust_Nick_
../PCB_imgs/all/resize/NG\Short_2202.bmp.png,Short_
../PCB_imgs/all/resize/NG\Dust_2030.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_327.bmp.png,OK
../PCB_imgs/all/resize/NG\dust (226).bmp.png,dust
../PCB_imgs/all/resize/NG\chui (1).bmp.png,chui
../PCB_imgs/all/resize/NG\nogwang (1).bmp.png,nogwang
../PCB_imgs/all/resize/NG\Island_14.bmp.png,Island_
../PCB_imgs/all/resize/NG\Island_15.bmp.png,Island_
../PCB_imgs/all/resize/NG\bichim (1).bmp.png,bichim
../PCB_imgs/all/resize/NG\bichim (3).bmp.png,bichim
../PCB_imgs/all/resize/NG\bichim (5).bmp.png,bichim
../PCB_imgs/all/resize/NG\bichim (7).bmp.png,bichim
../PCB_imgs/all/resize/NG\pyomyun (1).bmp.png,pyomyun
